UserID,CommentDate Year,CommentDate Month,CommentDate Day_of_week
ID_HVXH5QVU,3,3,4
ID_IVD76KJ8,3,5,1
ID_EYL21NNP,1,8,6
ID_XGHA96QN,1,8,1
ID_JQJGZA7V,1,8,6
ID_VHZQSLGJ,1,10,2
ID_6L3A64FZ,1,8,7
ID_Q10I7E58,1,8,7
ID_LIFCL138,1,8,7
ID_GNF1BEXH,1,8,7
ID_EYL21NNP,2,10,2
ID_EYL21NNP,2,10,1
ID_EYL21NNP,2,10,2
ID_RUNWIVIX,2,10,5
ID_57CBC4OI,2,10,7
ID_4S9JJCZA,2,10,7
ID_4S9JJCZA,2,10,7
ID_QNKUW31U,2,10,1
ID_GKQI5QUD,2,10,7
ID_EYL21NNP,2,1,2
ID_XGHA96QN,2,1,3
ID_JQJGZA7V,2,1,1
ID_JQJGZA7V,2,1,4
ID_JQJGZA7V,2,1,3
ID_55VNJ2JY,2,1,1
ID_X5D9N8SN,2,1,1
ID_X5D9N8SN,2,1,3
ID_SKUK7SJQ,2,1,2
ID_VCT1V7RP,2,1,3
ID_EYL21NNP,2,10,4
ID_XGHA96QN,2,9,1
ID_CQ6Q59U0,2,9,1
ID_CQ6Q59U0,2,9,1
ID_CQ6Q59U0,2,9,1
ID_CQ6Q59U0,2,9,1
ID_CQ6Q59U0,2,9,1
ID_CQ6Q59U0,2,9,1
ID_CQ6Q59U0,2,9,2
ID_CQ6Q59U0,2,9,2
ID_CQ6Q59U0,2,10,7
ID_HPGBK1R2,2,9,1
ID_HPGBK1R2,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_QZ9H8F1K,2,9,1
ID_1WY5D1YN,2,10,6
ID_1WY5D1YN,2,10,7
ID_NOAVTZAF,2,9,4
ID_5UNFXAR4,2,9,4
ID_OO9NRDUE,2,10,2
ID_OO9NRDUE,2,10,5
ID_YQBIDZVL,2,9,1
ID_YQBIDZVL,2,9,1
ID_4TA9DUX3,2,9,6
ID_10T0BZ60,2,9,5
ID_JX3KCAHO,2,9,2
ID_JX3KCAHO,2,9,2
ID_EYL21NNP,1,6,2
ID_EYL21NNP,1,6,1
ID_EYL21NNP,1,6,1
ID_GYNMQBT7,1,6,1
ID_JLQJ267G,1,6,2
ID_JLQJ267G,1,6,2
ID_Q10I7E58,1,6,1
ID_7Q2GH42A,1,6,2
ID_EYL21NNP,3,5,2
ID_EYL21NNP,3,5,2
ID_X6TTDUUG,3,12,7
ID_KBRFRAR9,3,12,6
ID_KBRFRAR9,2,11,4
ID_8IGFO7QC,2,11,3
ID_9YT8JJW3,2,11,3
ID_9YT8JJW3,2,11,5
ID_JV42G5KE,2,11,7
ID_9CAEFAM9,2,11,7
ID_KBRFRAR9,3,2,3
ID_NOAVTZAF,3,2,3
ID_0RSDSCWQ,3,2,4
ID_KBRFRAR9,3,12,7
ID_KBRFRAR9,3,12,7
ID_KBRFRAR9,3,4,7
ID_KBRFRAR9,3,4,7
ID_4DSDKPOY,3,4,7
ID_NIA9XQM1,3,4,7
ID_NIA9XQM1,3,4,7
ID_NIA9XQM1,3,4,7
ID_NWE8PGVL,3,4,7
ID_NWE8PGVL,3,4,7
ID_BMLJCV3J,3,4,7
ID_BMLJCV3J,3,4,7
ID_BMLJCV3J,3,4,7
ID_BMLJCV3J,3,4,7
ID_BMLJCV3J,3,4,7
ID_BMLJCV3J,3,4,7
ID_HC9LL68I,3,4,7
ID_KBRFRAR9,3,3,5
ID_33Z20AJ3,3,3,5
ID_33Z20AJ3,3,3,2
ID_KBRFRAR9,3,2,7
ID_29FH6HS1,3,2,2
ID_QNLB9A6I,3,2,7
ID_QNLB9A6I,3,2,2
ID_XCLBEE3O,3,2,3
ID_EGKL9OPG,3,2,2
ID_EILYB3ZC,3,4,2
ID_KBRFRAR9,3,3,7
ID_KBRFRAR9,3,3,1
ID_KBRFRAR9,3,3,7
ID_XGHA96QN,3,3,1
ID_IENFBO1G,3,2,3
ID_IENFBO1G,3,3,7
ID_IENFBO1G,3,3,1
ID_IENFBO1G,3,3,1
ID_KBRFRAR9,3,1,1
ID_TVWEMPIB,3,1,7
ID_O8PDLZ1B,3,1,7
ID_6L3A64FZ,3,1,7
ID_MRGENA3Q,3,1,7
ID_KBRFRAR9,3,3,7
ID_KBRFRAR9,3,3,7
ID_ZKBVUT72,3,3,7
ID_ZKBVUT72,3,2,6
ID_KBRFRAR9,3,3,6
ID_29FH6HS1,3,3,5
ID_29FH6HS1,3,3,6
ID_29FH6HS1,3,3,6
ID_29FH6HS1,3,3,6
ID_29FH6HS1,3,3,6
ID_29FH6HS1,3,3,4
ID_29FH6HS1,3,3,4
ID_29FH6HS1,3,3,3
ID_S33SXF0D,3,3,6
ID_S33SXF0D,3,3,3
ID_S33SXF0D,3,3,5
ID_S33SXF0D,3,3,6
ID_S33SXF0D,3,3,3
ID_S33SXF0D,3,3,3
ID_S33SXF0D,3,3,6
ID_KBRFRAR9,2,12,4
ID_IENFBO1G,2,12,4
ID_IENFBO1G,2,12,4
ID_Z415RXLL,2,11,3
ID_Z415RXLL,2,11,3
ID_81LKXHOW,2,11,3
ID_81LKXHOW,2,11,3
ID_KBRFRAR9,2,12,5
ID_KBRFRAR9,2,12,7
ID_5UNFXAR4,2,11,6
ID_QXKFS9BA,2,11,6
ID_KBRFRAR9,3,2,6
ID_KBRFRAR9,3,3,3
ID_KBRFRAR9,3,3,3
ID_KBRFRAR9,3,3,3
ID_KBRFRAR9,3,2,7
ID_KBRFRAR9,3,2,6
ID_6L3A64FZ,3,2,2
ID_4KE75TDG,3,2,2
ID_P61VEO9M,3,2,2
ID_5PCGT3C0,3,2,3
ID_5PCGT3C0,3,2,1
ID_4S7A1RXG,3,2,2
ID_KBRFRAR9,3,1,2
ID_KBRFRAR9,3,1,4
ID_KBRFRAR9,3,1,5
ID_29FH6HS1,3,1,5
ID_XGHA96QN,3,1,1
ID_1OOXSUUG,3,1,5
ID_B0QKGVBZ,3,1,4
ID_59VTF7BP,3,1,5
ID_KBRFRAR9,2,12,7
ID_8X0LVG1S,2,12,5
ID_1A8KLX77,2,12,7
ID_KBRFRAR9,3,2,2
ID_A7LIEGWW,3,2,4
ID_YST61671,3,2,3
ID_JZQZML3C,3,2,2
ID_KBRFRAR9,2,7,2
ID_F2757IAI,2,6,2
ID_F2757IAI,2,6,2
ID_F2757IAI,2,6,2
ID_F2757IAI,2,7,2
ID_F2757IAI,2,6,2
ID_KBRFRAR9,3,11,3
ID_XOKY0J34,3,10,5
ID_KBRFRAR9,2,11,6
ID_KBRFRAR9,2,11,5
ID_CR40RZO6,2,11,5
ID_CR40RZO6,2,11,6
ID_KBRFRAR9,3,3,4
ID_KBRFRAR9,3,3,5
ID_093UA6Q9,3,3,4
ID_YIAGXEKM,3,3,4
ID_KBRFRAR9,3,7,5
ID_KBRFRAR9,3,7,3
ID_KBRFRAR9,3,7,5
ID_XZO8COZN,3,7,4
ID_9OD9WWBM,3,7,4
ID_QVZZZGOL,3,7,3
ID_I2G0E4RQ,3,7,3
ID_KBRFRAR9,3,12,7
ID_KBRFRAR9,3,7,4
ID_KBRFRAR9,3,3,4
ID_1OOXSUUG,3,3,3
ID_8OI9UUB3,3,3,3
ID_H1C52JNX,3,3,5
ID_H1C52JNX,3,3,3
ID_KBRFRAR9,3,4,2
ID_A6DS2JYM,3,4,3
ID_RBB956G2,3,5,4
ID_KBRFRAR9,2,11,3
ID_KBRFRAR9,2,11,3
ID_KBRFRAR9,2,11,1
ID_KBRFRAR9,2,11,1
ID_KBRFRAR9,2,11,3
ID_KBRFRAR9,2,11,2
ID_KBRFRAR9,2,11,3
ID_KBRFRAR9,2,11,3
ID_KBRFRAR9,2,11,3
ID_M9GQJMP3,2,11,2
ID_57CBC4OI,2,11,7
ID_67ZULLPZ,2,11,5
ID_9QBNLWG0,2,11,1
ID_9QBNLWG0,2,11,2
ID_9QBNLWG0,2,11,7
ID_9QBNLWG0,2,11,1
ID_9QBNLWG0,2,11,2
ID_9QBNLWG0,2,11,3
ID_9QBNLWG0,2,11,3
ID_LNNCO126,2,11,3
ID_KBRFRAR9,3,1,7
ID_KBRFRAR9,3,1,5
ID_F2757IAI,3,1,4
ID_F2757IAI,3,1,4
ID_F2757IAI,3,1,4
ID_F2757IAI,3,1,4
ID_F2757IAI,3,1,5
ID_29FH6HS1,3,1,5
ID_29FH6HS1,3,1,5
ID_29FH6HS1,3,1,5
ID_1OOXSUUG,3,1,4
ID_1OOXSUUG,3,1,5
ID_1OOXSUUG,3,1,5
ID_1OOXSUUG,3,1,5
ID_1OOXSUUG,3,1,4
ID_1OOXSUUG,3,1,4
ID_1OOXSUUG,3,1,4
ID_1OOXSUUG,3,1,4
ID_1OOXSUUG,3,1,4
ID_1OOXSUUG,3,1,4
ID_4S9JJCZA,3,1,4
ID_4S9JJCZA,3,1,4
ID_4S9JJCZA,3,1,4
ID_SKQO8CEF,3,1,5
ID_TVMW3GWG,3,1,5
ID_4V24VLUO,3,1,5
ID_WCWFREGK,3,1,4
ID_WCWFREGK,3,1,4
ID_YQ92ZMU2,3,1,4
ID_YQ92ZMU2,3,1,4
ID_YQ92ZMU2,3,1,4
ID_YQ92ZMU2,3,1,4
ID_YQ92ZMU2,3,1,4
ID_YQ92ZMU2,3,1,4
ID_YQ92ZMU2,3,1,4
ID_KBRFRAR9,3,9,2
ID_KBRFRAR9,3,9,6
ID_PHTHJQ9Y,3,9,7
ID_KBRFRAR9,3,3,5
ID_KYKBB4R0,3,3,4
ID_3971M4XC,3,3,4
ID_KBRFRAR9,3,5,5
ID_KBRFRAR9,3,4,2
ID_KBRFRAR9,3,4,3
ID_KBRFRAR9,3,4,1
ID_KBRFRAR9,3,5,5
ID_KBRFRAR9,3,4,1
